,REFERENCE: doi,NAME,FORMULA,Family,PROPERTY: Material Family,IDENTIFIER: sampleid,IDENTIFIER: paperid,IDENTIFIER: figureid,PROPERTY: Temperature (K),PROPERTY: Seebeck coefficient (V/K),PROPERTY: Thermal conductivity (W*m^(-1)*K^(-1)),PROPERTY: Power factor (W*m^(-1)*K^(-2)),PROPERTY: ZT (-),PROPERTY: Electrical conductivity (S*m^(-1)),PROPERTY: sigma_E_0,PROPERTY: log sigma_E_0,PROPERTY: quality_factor,PROPERTY: log quality_factor,inexpensive,non-toxic,n_elements,electron_count,PROPERTY: Seebeck coefficient (muV/K),|S|(muV/K),,L,L*sigma*T,Electronic thermal conductivity,Lattice thermal conductivity,
21099,10.1063/1.3643051,Nz,Bi2Te2.1Se0.9,Toxic,Bi2Te3,1448,352,850,300,-0.000167744,0.774067071,,0.328018223,30000,27997.24038,4.447115226,0.10014835,,1,FALSE,3,0,-167.744,167.744,0.235494207,1.735494207,1.73549E-08,0.156194479,0.617872592,
21098,10.1039/c6cp08026j,Ref.65,Ba4Ga8Ge15,Clathrate,,2309,18547,1459,300,-5.05E-05,,,0.068980254,155873.0194,28006.58481,4.447260153,,,1,TRUE,3,92,-50.5,50.5,0.647041511,2.147041511,2.14704E-08,1.003997529,-1.003997529,
21090,10.1021/acs.chemmater.6b01291,x=10%,Cu1Bi0.9Pb0.1Se1O1,Toxic,,21002,7398,17487,300,9.56E-05,1.131338036,,0.193178109,74695.05805,28043.31444,4.447829342,0.089521938,,1,FALSE,5,0,95.6,95.6,0.438612944,1.938612944,1.93861E-08,0.434414419,0.696923617,
21086,10.1021/cm703661g,x=0 Bi,AgBi(Te10Pb9)2,Toxic,,27000,581,21705,300,-5.56E-05,2.079925651,0.000443731,0.061982697,141103.3042,28056.86147,4.448039088,0.054030778,,1,FALSE,4,207,-55.6,55.6,0.619210286,2.119210286,2.11921E-08,0.897082721,1.18284293,
21083,10.1016/j.jallcom.2010.11.204,750,CoSb3,Skutterudite,Skutterudite,5270,9614,3979,300,0.000125642,6.047194731,,0.011348059,50365.92586,28068.14231,4.44821367,0.010828145,,1,TRUE,2,24,125.642,125.642,0.338537405,1.838537405,1.83854E-08,0.277798916,5.769395815,
21077,10.1007/s11664-013-2481-7,x=4.2,Zn4.2Sb3,,,16950,2469,14470,300,0.00012315,1.045454545,0.000817276,0.235109718,52000,28078.43131,4.448372841,0.08202121,,1,TRUE,2,57,123.15,123.15,0.345888804,1.845888804,1.84589E-08,0.287958653,0.757495892,
21064,10.1016/j.jssc.2005.10.029,La0.4Co3.6Ni0.4Sb12,La0.4Co3.6Ni0.4Sb12,Skutterudite,,4352,3365,3123,300,-0.00010278,4,,0.064169017,67916.66667,28116.31569,4.448958411,0.017336228,,1,TRUE,4,97,-102.78,102.78,0.412287448,1.912287448,1.91229E-08,0.389628568,3.610371432,
21058,10.1007/s11664-009-0667-9,x=0.15,Yb1Mn0.15Zn1.85Sb2,,,6481,11046,5147,300,9.2E-05,2.52555541,,0.080781377,78833.06271,28125.29894,4.449097147,0.030362946,,1,TRUE,4,0,92,92,0.452438495,1.952438495,1.95244E-08,0.461750119,2.063805291,
21050,10.1021/cm404115k,Ga12Sb2Te12Se3,Ga12Sb2(Te4Se)3,Toxic,,15893,615,13483,300,0.000166262,1.06026527,,0.266033081,30700.28722,28146.34206,4.449421961,0.06927447,,1,FALSE,4,0,166.262,166.262,0.238522149,1.738522149,1.73852E-08,0.160119388,0.900145882,
21040,10.1063/1.3517088,Sb0.04,Sb0.04Te1Pb0.96,Toxic,,15359,2023,13032,300,-5.73E-05,3.696796369,,0.038617183,137146.9221,28173.69594,4.449843823,0.022379485,,1,FALSE,3,10,-57.3,57.3,0.610201824,2.110201824,2.1102E-08,0.868223056,2.828573313,
21038,10.1016/j.jssc.2016.02.012,Sn0.97Ag0.03Te0.97I0.03,Ag0.03Sn0.97Te0.97I0.03,Toxic,,2441,12896,1569,300,1.93E-05,5.089091804,0.000162149,0.001392993,414449.9312,28176.14219,4.44988153,0.029922073,,1,FALSE,4,0,19.3,19.3,0.846725002,2.346725002,2.34673E-08,2.917800047,2.171291757,
21029,10.1002/adma.201004200,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,Toxic,,124,6006,80,300,2.59E-05,3.956719299,,0.00822603,309223.8303,28203.67613,4.450305719,0.035857208,,1,FALSE,3,0,25.9,25.9,0.799894158,2.299894158,2.29989E-08,2.133546243,1.823173056,
21013,10.1002/adma.201605887,y=0.14_5%Snexcess,Mn0.14Cu0.1Sn0.94Te1.05,Toxic,,2974,18603,1966,300,4.43E-05,,,0.058100559,179894.1799,28235.75081,4.45079934,,,1,FALSE,4,12,44.3,44.3,0.68256566,2.18256566,2.18257E-08,1.177892578,-1.177892578,
21004,10.1088/0022-3727/42/4/045113,0.488,Sr16.55Ga27.39Ge56.07,,,1017,3274,566,300,-0.000173412,1.001092837,0.000858479,0.261385432,28283.10296,28244.25288,4.450930091,0.07320464,,1,TRUE,3,339,-173.412,173.412,0.224264071,1.724264071,1.72426E-08,0.146302615,0.854790222,
20996,10.1557/jmr.2013.353,NiSb 0% WQ,InSb,Antimonide,Antimonide,13210,2907,11043,300,-0.000317926,14.52083841,7.332399872,0.0216425,5219.788303,28257.63956,4.451135881,0.004342333,,1,TRUE,2,8,-317.926,317.926,0.064522494,1.564522494,1.56452E-08,0.024499429,14.49633898,
20992,10.1088/0022-3727/45/44/445306,G9,Ba8Ga16.9Sn19.8Ge9.3,,,1074,3297,586,300,0.000170127,0.118218045,0.000823598,0.226735598,29432.58847,28262.34525,4.451208197,-2.117652876,,1,TRUE,4,183,170.127,170.127,0.230705778,1.730705778,1.73071E-08,0.152817453,-0.034599408,
20988,10.1007/s11664-015-4029-5,x=0,FeCuS2,,,8062,10898,6581,300,-0.000449988,6.027314112,0.000234767,0.009739942,1127.269516,28266.56338,4.451273011,0.010456342,,1,TRUE,3,0,-449.988,449.988,0.02066721,1.52066721,1.52067E-08,0.005142605,6.022171507,
20986,10.1016/j.actamat.2012.11.027,S.T,Sn0.25Ge0.5Te1Pb0.25,Toxic,,25146,54,20399,300,6.2E-05,0.819278382,,0.065507641,126348.0898,28271.96088,4.451355931,6.567777789,0.817418451,1,FALSE,4,10,62,62,0.585972301,2.085972301,2.08597E-08,0.790675847,0.028602535,
20984,10.1002/adma.201605887,x=0.05_4%Snexcess,Mn0.14Cu0.1Sn0.9Te1.05,Toxic,,2951,18603,1962,300,4.06E-05,,,0.044817927,197023.8095,28280.31488,4.451484241,,,1,FALSE,4,11,40.6,40.6,0.70468809,2.20468809,2.20469E-08,1.303128139,-1.303128139,
20982,10.1007/s11664-014-3539-x,Tl0.5Fe1.5Co2.5Sb12,Tl0.5Fe1.5Co2.5Sb12,Skutterudite,,4191,2638,2964,300,5.85E-05,2.368382195,,0.060824742,134722.2222,28280.66275,4.451489583,0.042137165,,1,TRUE,4,96,58.5,58.5,0.60392193,2.10392193,2.10392E-08,0.850335113,1.518047082,
20980,10.1063/1.4819889,x=1,Nd0.6Fe2Co2Ge1Sb11,Zintl,,5408,10314,4099,300,7.83E-05,2.148204736,0.000609779,0.085518024,96803.84947,28283.14425,4.451527689,0.040429997,,1,TRUE,5,0,78.3,78.3,0.509156421,2.009156421,2.00916E-08,0.583482227,1.564722509,
20979,10.3390/ma9040257,Ce0.85Fe3.03Co0.97Sb12,Ce0.85Fe3.03Co0.97Sb12,Skutterudite,,10930,13458,9009,300,9.91E-05,2.092821782,0.000717667,0.101675978,71779.1411,28284.88731,4.451554453,0.037505682,,1,TRUE,4,0,99.1,99.1,0.425576591,1.925576591,1.92558E-08,0.414648701,1.678173081,
20978,10.1016/j.jmat.2016.05.005,x=0.08,Na0.02Mg0.0784Te0.8Pb0.9016Se0.2,Toxic,,2717,18584,1775,300,4.52E-05,2.453367876,,0.021582734,176525.7431,28285.07613,4.451557352,0.050023996,,1,FALSE,5,0,45.2,45.2,0.677290383,2.177290383,2.17729E-08,1.153043408,1.300324468,
20976,10.3390/en81010958,Si80Ge20(NaBH4)1.7,Na1.7Si80Ge20B1.7H6.8,,,21814,841,18098,300,0.000100661,3.258903321,0.246666667,0.124496183,70309.89412,28285.86394,4.451569448,0.0220625,,1,TRUE,5,0,100.661,100.661,0.419888012,1.919888012,1.91989E-08,0.404961369,2.853941952,
20974,10.2320/matertrans.m2010102,1543K,Sr0.92La0.08Ti1O3,Perovskite,,28060,4015,22554,300,-9.91E-05,6.228300471,,0.03339948,71816.5349,28297.05519,4.451741242,0.010840138,,1,TRUE,4,0,-99.1,99.1,0.425576591,1.925576591,1.92558E-08,0.414864715,5.813435756,
20967,10.2320/jinstmet.ja201506,In-0,Ge(Sb3Te5)2,Toxic,,15018,4316,12730,300,3.23E-05,2.150912921,0.00025035,0.034618117,248300.7922,28306.37028,4.451884183,0.154664008,,1,FALSE,3,94,32.3,32.3,0.75695742,2.25695742,2.25696E-08,1.681212946,0.469699975,
20965,10.1016/j.matlet.2011.10.035,In0.5Co4Sb11Ge1 2.3GPa,In0.5Co4Ge1Sb11,Zintl,,4561,3768,3329,300,-0.000137114,2.271521424,0.000843534,0.121423945,44009.57801,28307.66544,4.451904054,0.030934255,,1,TRUE,4,96,-137.114,137.114,0.306659508,1.806659508,1.80666E-08,0.238530968,2.032990456,
20958,10.1016/j.jallcom.2015.09.023,xEDX=0.48,Ba8Cu5Si6Sn0.48Ge34.52,,,2213,9756,1371,300,-0.000108992,1.401612276,0.000318669,0.093869732,62994.32371,28327.07513,4.452201734,0.060212707,,1,TRUE,5,230,-108.992,108.992,0.390789508,1.890789508,1.89079E-08,0.357327019,1.044285257,
20952,10.1063/1.4768439,x=0.05,Ca0.05Co4Sb12,Skutterudite,Skutterudite,3392,377,2274,300,-0.000171574,4.951455026,,0.042521994,29007.3656,28339.15,4.45238682,0.013136425,,1,TRUE,3,96,-171.574,171.574,0.227845797,1.727845797,1.72785E-08,0.150360764,4.801094262,
20949,10.1007/s11664-009-0667-9,x=0,Yb(ZnSb)2,Zintl,,6477,11046,5147,300,5.08E-05,3.240255772,,0.032885086,156915.2293,28346.68131,4.452502221,0.028735249,,1,TRUE,3,0,50.8,50.8,0.64537029,2.14537029,2.14537E-08,1.009923813,2.230331959,
20935,10.1002/adma.201605887,y=0.14_4%Snexcess,Mn0.14Cu0.1Sn0.93Te1.05,Toxic,,2973,18603,1966,300,3.9E-05,,,0.036395656,206060.6061,28373.91019,4.45291919,,,1,FALSE,4,12,39,39,0.714475268,2.214475268,2.21448E-08,1.368948348,-1.368948348,
20925,10.1016/j.pnsc.2016.11.003,x=0.25,Mg2Si0.75Bi0.25,Mg2Si,Mg2Si,14227,18893,12000,300,-2.27E-05,,,0.178285491,354789.7209,28396.23144,4.453260707,,,1,FALSE,3,8,-22.7,22.7,0.822267382,2.322267382,2.32227E-08,2.471749788,-2.471749788,
20920,10.1109/ICT.2006.331322,"x=0.011,y=0.172",Nd0.011Co3.828Ni0.172Sb12,Skutterudite,,5180,9026,3877,300,-0.000125286,5.582404738,,0.040031104,51197.86748,28403.81363,4.453376654,0.011927362,,1,TRUE,4,0,-125.286,125.286,0.339577961,1.839577961,1.83958E-08,0.282547406,5.299857332,
20910,10.1088/0022-3727/42/4/045113,0.503,Sr16.58Ga27.93Ge55.48,,,1019,3274,566,300,-0.000207074,0.897279004,0.000817969,0.266548463,19120.86937,28432.94031,4.453821773,0.078688076,,1,TRUE,3,338,-207.074,207.074,0.167776811,1.667776811,1.66778E-08,0.095668028,0.801610976,
20908,10.1007/s11664-014-3423-8,Ti9Cr2Ru18B8,Ti9Cr2(B4Ru9)2,Expensive,,12524,2620,10364,300,2.66E-05,6.311440708,0.000215046,0.011753191,302540.6118,28435.70731,4.453864035,0.015234008,,0,TRUE,4,0,26.6,26.6,0.795081746,2.295081746,2.29508E-08,2.083066306,4.228374402,
20903,10.2320/matertrans.e-m2014821,"Ball-milled, 300 rpm, 1h",GaCuTe2,Toxic,,4230,4033,3006,300,0.000285034,5.628028555,,0.034635661,7702.661996,28452.29644,4.454117325,0.011333766,,1,FALSE,3,25,285.034,285.034,0.08567539,1.58567539,1.58568E-08,0.036641765,5.59138679,
20902,10.3938/jkps.60.1485,In0.25Co3FeSb12,In0.25Fe1Co3Sb12,Skutterudite,,4408,3566,3184,300,8.44E-05,2.051282051,0.000635089,0.096363636,88850.22199,28453.3415,4.454133276,0.041713569,,1,TRUE,4,95,84.4,84.4,0.483073624,1.983073624,1.98307E-08,0.528589595,1.522692456,
20896,10.1016/j.physc.2012.08.003,Bi4O4S3,Bi4S3O4,Toxic,,27397,4485,22016,300,-5.35E-05,4.821516856,,0.026199661,149031.001,28456.88875,4.454187416,0.016509165,,1,FALSE,3,0,-53.5,53.5,0.630522211,2.130522211,2.13052E-08,0.952541573,3.868975283,
20895,10.1016/j.jallcom.2016.07.218,x=0.03,Ga0.03Cu1.97Se1.03,Toxic,,15048,9842,12771,300,6.35E-05,1.638747354,0.000492272,0.091670764,123784.7167,28461.15969,4.454252592,0.074646109,,1,TRUE,3,0,63.5,63.5,0.578443853,2.078443853,2.07844E-08,0.771838751,0.866908603,
20888,10.1016/j.intermet.2016.04.004,x=0,Hf0.25Zr0.75Ni1Sn1,Half-heusler,,12246,8700,10187,300,-0.000169604,5.536751908,0.001693248,0.103642072,29838.70968,28472.8815,4.454431421,0.011775487,,1,TRUE,4,18,-169.604,169.604,0.231748291,1.731748291,1.73175E-08,0.155019403,5.381732505,
20887,10.1016/j.actamat.2012.11.027,24h,Sn0.25Ge0.5Te1Pb0.25,Toxic,,25147,54,20399,300,7.51E-05,0.559798195,,0.115999016,102375.058,28481.15288,4.454557565,-0.908059176,,1,FALSE,4,10,75.1,75.1,0.523397642,2.023397642,2.0234E-08,0.621436353,-0.061638158,
20886,10.12693/aphyspola.130.1255,PbTe,TePb,Toxic,,778,18583,1765,300,0.000233929,2.003968254,,0.128534704,13985.80986,28483.52275,4.4545937,0.032744768,,1,FALSE,2,10,233.929,233.929,0.13310336,1.63310336,1.6331E-08,0.068520819,1.935447435,
20884,10.1039/c0jm02011g,8,Zn4Sb3,Zintl,Antimonide,16979,2731,14501,300,0.000133967,0.761554604,,0.300353495,46050.87499,28486.97906,4.454646396,0.12289312,,1,TRUE,2,55,133.967,133.967,0.315092847,1.815092847,1.81509E-08,0.250759841,0.510794763,
20883,10.1063/1.2939372,x=0.0,Yb(ZnSb)2,Zintl,,6326,1967,4995,300,5.07E-05,3.233103448,0.000407514,0.040464434,157864.7687,28488.73938,4.454673232,0.029059487,,1,TRUE,3,0,50.7,50.7,0.645926883,2.145926883,2.14593E-08,1.016298753,2.216804695,
20874,10.1016/j.jallcom.2004.08.049,Ag0.8Sb0.8Pb18.3Te20.0,Ag0.8Sb0.8Te20Pb18.3,Toxic,,13949,1512,11697,300,-0.000344078,,0.000441378,0.184367692,3885.516234,28499.48188,4.454836965,,,1,FALSE,4,205,-344.078,344.078,0.051499167,1.551499167,1.5515E-08,0.018085126,-0.018085126,
20868,10.1007/s11664-012-2139-x,Ag0.02,Zn4Ag0.02Sb3,,,16927,2405,14443,300,9.92E-05,1.458141951,0.000708589,0.144208081,72321.9816,28530.50094,4.455309397,0.06097693,,1,TRUE,3,55,99.2,99.2,0.425209873,1.925209873,1.92521E-08,0.417704979,1.040436972,
20867,10.1016/j.jcrysgro.2016.01.012,PTS-3_3.6cm,Tl0.04Te0.85Pb0.96Se0.15,Toxic,,2816,10573,1865,300,0.00012948,1.34867,,0.156634304,48780.4878,28530.77156,4.455313517,0.058486779,,1,FALSE,4,0,129.48,129.48,0.327519758,1.827519758,1.82752E-08,0.267441916,1.081228084,
20853,10.1021/acsami.7b06083,SnTe0.95Se0.05,Sn1Te0.95Se0.05,Toxic,,2916,18602,1953,300,2E-05,6.561579281,0.000161879,0.008238397,405638.5372,28555.03277,4.455682663,0.017490142,,1,FALSE,3,0,20,20,0.84163084,2.34163084,2.34163E-08,2.849567126,3.712012155,
20848,10.1109/ict.2005.1519883,Te-rich,Ag1.1Sb0.8Te23Pb16,Toxic,,16060,8903,13616,300,0.000318409,1.063212014,,0.180677427,5247.327816,28566.07806,4.455850619,0.061231954,,1,FALSE,4,217,318.409,318.409,0.064254394,1.564254394,1.56425E-08,0.024624467,1.038587547,
20847,10.1016/j.jallcom.2015.10.062,Zn0.96Al0.02Ni0.02O,Al0.02Zn0.96Ni0.02O1,Oxide,,28046,9764,22540,300,-6.44E-05,19.54272864,0.000511027,0.008774834,122488.4793,28568.18631,4.45588267,0.003391806,,1,TRUE,4,0,-64.4,64.4,0.573973292,2.073973292,2.07397E-08,0.762113504,18.78061514,
20840,10.1021/ja307910u,PbSeBx_x=0,PbSe,Toxic,,13826,3499,11560,300,-0.000216674,1.61658736,0.000795591,0.146800502,17171.4923,28578.9375,4.456046079,0.041493953,,1,FALSE,2,0,-216.674,216.674,0.154450857,1.654450857,1.65445E-08,0.08522817,1.53135919,
20834,10.1063/1.4893236,In-0,Ge(Sb3Te5)2,Toxic,,13706,203,11444,300,3.27E-05,2.151544558,,0.030504003,247373.3835,28585.31652,4.456143005,0.152766804,,1,FALSE,3,94,32.7,32.7,0.754351717,2.254351717,2.25435E-08,1.672999835,0.478544723,
20826,10.1103/physrevb.81.125205,LT1,La2.99Te4,Toxic,,15084,4748,12800,300,-3.98E-05,2.599467963,,0.033723642,203380.2917,28589.73731,4.456210165,0.053026281,,1,FALSE,2,32,-39.8,39.8,0.709564805,2.209564805,2.20956E-08,1.348145803,1.25132216,
20818,10.1002/aenm.201100460,0.4,Ag0.2196Sn0.4Sb0.3348Te1,Toxic,,21022,5925,17503,300,9.63E-05,1.04,0.000711728,0.207262,75516.49386,28610.03606,4.456518405,0.105784751,,1,FALSE,4,11,96.3,96.3,0.435974112,1.935974112,1.93597E-08,0.438593931,0.601406069,
20804,10.1016/j.actamat.2016.07.060,A,GaCuTe2,Toxic,,15201,5872,12892,300,0.000102353,4.985121801,,0.051886059,69583.33333,28640.83288,4.456985643,0.013906178,,1,FALSE,3,25,102.353,102.353,0.413807889,1.913807889,1.91381E-08,0.399507397,4.585614404,
20798,10.1007/s11664-011-1620-2,x=54,Ag27Sb23Te48,Toxic,,17061,11183,14593,300,0.000234771,0.611040102,,0.408413718,13934.84061,28660.321,4.45728105,0.117111064,,1,FALSE,3,673,234.771,234.771,0.132140711,1.632140711,1.63214E-08,0.068230862,0.54280924,
20795,10.1021/acs.chemmater.5b02329,"BTST-25, CPA",AgSn25BiTe27,Toxic,,12355,642,10244,300,4.13E-05,2.722063037,,0.040088106,196355.64,28663.49981,4.457329217,0.046336576,,1,FALSE,4,277,41.3,41.3,0.700448466,2.200448466,2.20045E-08,1.296211401,1.425851636,
20789,10.1063/1.2538036,"853K,Argon",CoSb3,Skutterudite,Skutterudite,3930,1938,2677,300,3.54E-05,5.842342342,,0.018705254,229403.1898,28674.42048,4.457494649,0.015047557,,1,TRUE,2,24,35.4,35.4,0.736996295,2.236996295,2.237E-08,1.539522257,4.302820085,
20782,10.1007/s11664-016-4865-y,Ge28,Sr7.86Ga15Sn0.39Ge30.76,,,2344,11021,1486,300,-5.42E-05,1.885191778,,0.138899942,148227.6409,28683.75206,4.45763596,0.070136836,,1,TRUE,4,185,-54.2,54.2,0.626728793,2.126728793,2.12673E-08,0.945719975,0.939471803,
20781,10.1016/j.mtla.2019.100374,Si0.5Ge0.5,Si0.5Ge0.5,,,27601,24572,22170,300,0.000196109,,0.000828246,0.23558011,21948.18683,28685.6705,4.457665006,,,1,TRUE,2,4,196.109,196.109,0.184409799,1.684409799,1.68441E-08,0.110909223,-0.110909223,
20777,10.1063/1.4769787,Nb,Sr3Ti1.9Nb0.1O7,,,28451,2083,22864,300,-0.000188859,5.117028945,0.000377508,0.022731113,23916.33921,28692.10513,4.457762413,0.012785119,,1,TRUE,4,0,-188.859,188.859,0.19630321,1.69630321,1.6963E-08,0.121708089,4.995320856,
20776,10.7567/jjap.52.10mb18,La0.6Fe2Co2SB12,La0.6Fe2Co2Sb12,Skutterudite,,5232,9415,3935,300,0.000131365,2.052910053,0.000853671,0.12434468,47915.20745,28693.52969,4.457783976,0.035580236,,1,TRUE,4,95,131.365,131.365,0.322240571,1.822240571,1.82224E-08,0.261939105,1.790970948,
20758,10.1016/j.jallcom.2020.154755,Bi0.92Li0.04Ca0.04CuSeO,Li0.04Ca0.04Cu1Bi0.92Se1O1,Toxic,,28182,27518,22678,300,0.000267753,1.271175858,0.000675728,0.163651555,9511.29666,28734.70444,4.458406734,0.052168949,,1,FALSE,6,0,267.753,267.753,0.09943854,1.59943854,1.59944E-08,0.045638203,1.225537655,
20757,10.1016/j.materresbull.2010.03.018,x=0.10,Sr0.8La0.1Dy0.1Ti1O3,Perovskite,,27999,3806,22511,300,-6.35E-05,5.553054662,0.000532295,0.047342199,125024.0462,28737.14419,4.458443607,0.01346141,,1,TRUE,5,0,-63.5,63.5,0.578443853,2.078443853,2.07844E-08,0.779566381,4.773488281,
20753,10.1002/pssa.201228589,Ce0.3Bi1.7Se0.3Te2.7,Ce0.3Bi1.7Te2.7Se0.3,Toxic,,5621,4527,4339,300,-0.000125117,0.758442231,,0.443235704,51918.29696,28741.8855,4.458515255,0.134176627,,1,FALSE,4,0,-125.117,125.117,0.340073051,1.840073051,1.84007E-08,0.286600377,0.471841854,
20739,10.1063/1.3040321,x=1.6,Yb1Zn1.6Cd0.4Sb2,,,5991,310,4710,300,4.02E-05,2.745980707,0.000341927,0.067129614,202264.904,28781.35166,4.459111186,0.047239735,,1,FALSE,4,0,40.2,40.2,0.707122243,2.207122243,2.20712E-08,1.339270106,1.406710601,
20738,10.3724/sp.j.1077.2010.00598,x=0.06,Zn4In0.06Sb2.94,,,17220,5547,14717,300,0.000144346,0.931164384,,0.274404762,40933.33333,28781.97744,4.459120628,0.089393365,,1,TRUE,3,54,144.346,144.346,0.288124653,1.788124653,1.78812E-08,0.219581707,0.711582677,
20732,10.1002/adma.201605887,x=0.05_3%Sneccess,Mn0.14Cu0.1Sn0.89Te1.05,Toxic,,2949,18603,1962,300,4.06E-05,,,0.031248052,200606.0606,28794.50244,4.459309578,,,1,FALSE,4,11,40.6,40.6,0.70468809,2.20468809,2.20469E-08,1.326821378,-1.326821378,
20726,10.1002/ejic.201501063,f=0 SiC,Ni0.05Sb5.4Te1.6Mo3,Toxic,,15930,8142,13541,300,6.07E-05,5.218085106,0.000470702,0.027545798,131801.8468,28817.8135,4.459661026,0.014691078,,1,FALSE,4,55,60.7,60.7,0.592576167,2.092576167,2.09258E-08,0.82741621,4.390668896,
20720,10.1016/j.jssc.2008.09.028,SrAl2Si2 polycrystal,Sr(AlSi)2,,Alloy,12605,3382,10431,300,-7.5E-05,,,0.033756906,103876.7396,28827.25969,4.45980336,,,1,TRUE,3,16,-75,75,0.523849042,2.023849042,2.02385E-08,0.63069252,-0.63069252,
20715,10.1007/s10853-014-8023-8,#8 0-025,Mg2Si,Mg2Si,Mg2Si,8810,2972,7265,300,-8.18E-05,6.909922271,0.000995817,0.065753425,93694.23498,28838.73194,4.45997616,0.010125575,,1,TRUE,2,8,-81.8,81.8,0.49402339,1.99402339,1.99402E-08,0.560485488,6.349436783,
20705,10.1016/j.jallcom.2016.07.218,x=0.0075,Ga0.0075Cu1.9925Se1.0075,Toxic,,15044,9842,12771,300,7.38E-05,1.369231559,0.000580462,0.124186394,105976.964,28869.41519,4.460437986,0.089981345,,1,TRUE,3,0,73.8,73.8,0.529296297,2.029296297,2.0293E-08,0.645175982,0.724055577,
20703,10.1063/1.4965865,PINI-4,In0.003Te1Pb0.998I0.004,Toxic,,2704,18581,1761,300,-7.73E-05,1.848880597,0.000600894,0.200184691,100308.642,28872.73025,4.460487853,0.052040451,,1,FALSE,4,0,-77.3,77.3,0.513564674,2.013564674,2.01356E-08,0.605933814,1.242946783,
20702,10.1038/s41467-017-01149-4,TiS2(HA)0.025,A0.025Ti1H0.025S2,,,10779,18767,8834,300,-0.000155746,1.307052046,0.863633792,0.199212598,35744.69987,28873.95038,4.460506206,0.057244504,,1,TRUE,4,0,-155.746,155.746,0.261155848,1.761155848,1.76116E-08,0.188855962,1.118196084,
20700,10.1002/adfm.201400123,x=0.27,Mg2Si0.4Sn0.33Sb0.27,Mg2Si,Mg2Si,8248,141,6757,300,-8.71E-05,2.200218659,,0.051088202,86814.86639,28882.758,4.460638661,0.038196586,,1,TRUE,4,8,-87.1,87.1,0.471959516,1.971959516,1.97196E-08,0.513586206,1.686632453,
20695,10.1039/c6ta09189j,PbTe,TePb,Toxic,,2786,18591,1843,300,0.000319826,0.969527897,,0.211274599,5220.883534,28893.68706,4.460802965,0.068060863,,1,FALSE,2,10,319.826,319.826,0.063474268,1.563474268,1.56347E-08,0.024488151,0.945039746,
20685,10.1088/0022-3727/45/44/445306,G5,Ba8Ga16.4Sn25Ge4.6,,,1075,3297,586,300,0.000225772,0.0973105,0.000855406,0.267421172,15619.4413,28917.84031,4.461165855,2.796255909,0.446576915,1,TRUE,4,183,225.772,225.772,0.142799983,1.642799983,1.6428E-08,0.076978854,0.020331646,
20681,10.1021/ja400069s,Pb0.97Ca0.02Na0.01Se1,Na0.01Ca0.02Pb0.97Se1,Toxic,,234,3503,4876,300,2.94E-05,3.689676418,0.000233338,0.023446421,278648.0687,28924.33269,4.461263348,0.037479138,,1,FALSE,4,0,29.4,29.4,0.776119888,2.276119888,2.27612E-08,1.902709233,1.786967185,
20643,10.1109/ict.2005.1519902,x=0.100,Co0.9Ni0.1Sb3,,,5117,8911,3825,300,-8.34E-05,9.351245085,,0.010197368,92048.05726,29040.21488,4.462999825,0.007352641,,1,TRUE,3,24,-83.4,83.4,0.487256053,1.987256053,1.98726E-08,0.548769177,8.802475908,
20640,10.1016/j.mseb.2008.12.029,x=0.2,Mg2Si0.8Sn0.2,Mg2Si,Mg2Si,9239,3908,7607,300,-0.000413686,2.666051311,,0.039547057,1765.176547,29045.21631,4.463074615,0.024342527,,1,TRUE,3,8,-413.686,413.686,0.028261393,1.528261393,1.52826E-08,0.008092954,2.657958357,
20638,10.1016/j.actamat.2012.09.035,"Ti1.008S2,Out",Ti1.008S2,Chalcogenide,Titanium disulfide (TiS2),6526,52,5197,300,-8.6E-05,2.327056326,0.000634633,0.082125097,88748.43654,29051.18381,4.463163834,0.035990383,,1,TRUE,2,0,-86,86,0.476456281,1.976456281,1.97646E-08,0.526222214,1.800834112,
20630,10.1016/j.jallcom.2013.03.074,Ba8Ni1.26Zn4.85Ge38.88Sn1.01,Ba8Zn4.85Ni1.26Sn1.01Ge38.88,,,154,1730,368,300,-5.54E-05,1.420353021,,0.104257097,146722.5659,29068.3145,4.46341985,0.140807807,,1,TRUE,5,236,-55.4,55.4,0.620278811,2.120278811,2.12028E-08,0.933278243,0.487074778,
20624,10.1016/j.matlet.2011.06.002,In0.3Co4Sb12,In0.3Co4Sb12,Skutterudite,Skutterudite,4555,3766,3323,300,-0.000246582,2.853031959,0.000733886,0.078344609,12316.55364,29075.60294,4.463528729,0.023172544,,1,TRUE,3,96,-246.582,246.582,0.119348571,1.619348571,1.61935E-08,0.059834381,2.793197578,
20620,10.1088/1674-1056/24/3/034402,TiO2,TiO2,Oxide,,27229,671,21889,300,-0.000713086,3.999148165,,0.004559271,54.75259085,29080.66294,4.463604303,0.016200561,,1,TRUE,2,0,-713.086,713.086,0.002139265,1.502139265,1.50214E-08,0.000246738,3.998901427,
20615,10.1021/cm5023823,CVT-FeCl2,Mn1Si1.73,Silicide,Silicide,10115,620,8251,300,0.000121697,2.51,,0.108,54890.90909,29097.11956,4.463849999,0.029323658,,1,TRUE,2,13,121.697,121.697,0.350248608,1.850248608,1.85025E-08,0.304685484,2.205314516,
